Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Langas,Dry Maize,Mixed-Traditional ,-,-,30.00/Kg,50.00/Kg,3200,Uasin-Gishu,2023-10-26
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,110.00/Kg,,Nairobi,2023-10-26
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-10-26
Makutano Kirinyaga,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-10-25
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-25
Ngurubani Market,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,5000,Kirinyaga,2023-10-24
Eldoret Main,Dry Maize,White Maize,-,-,55.00/Kg,60.00/Kg,6300,Uasin-Gishu,2023-10-24
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,4500,Kirinyaga,2023-10-23
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-23
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,115.00/Kg,,Nairobi,2023-10-23
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-10-23
Kagio,Dry Maize,Mixed-Traditional ,-,-,50.00/Kg,70.00/Kg,,Kirinyaga,2023-10-23
Kangemi Market,Dry Maize,White Maize,-,-,52.22/Kg, - ,,Nairobi,2023-10-23
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,55.00/Kg,5000,Uasin-Gishu,2023-10-23
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,3500,Kirinyaga,2023-10-20
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,5000,Kirinyaga,2023-10-20
Kawangware,Dry Maize,White Maize,-,-, - ,80.00/Kg,,Nairobi,2023-10-18
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-10-18
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,80.00/Kg,,Nairobi,2023-10-18
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-18
Ngurubani Market,Dry Maize,Mixed-Traditional ,-,-,40.00/Kg,60.00/Kg,5000,Kirinyaga,2023-10-17
Kerugoya,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,4000,Kirinyaga,2023-10-17
Kangemi Market,Dry Maize,Mixed-Traditional ,-,-,53.33/Kg,70.00/Kg,,Nairobi,2023-10-17
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-17
Gikomba,Dry Maize,Yellow Maize,-,-,97.78/Kg,120.00/Kg,,Nairobi,2023-10-17
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,85.00/Kg,,Nairobi,2023-10-17
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5000,Uasin-Gishu,2023-10-17
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,9000,Nairobi,2023-10-16
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,85.00/Kg,10000,Nairobi,2023-10-16
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-16
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,120.00/Kg,4000,Kirinyaga,2023-10-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,4000,Kirinyaga,2023-10-13
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,6300,Uasin-Gishu,2023-10-13
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,90.00/Kg,,Nairobi,2023-10-12
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,3000,Uasin-Gishu,2023-10-12
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,6300,Uasin-Gishu,2023-10-12
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,6000,Kirinyaga,2023-10-12
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,1200,Uasin-Gishu,2023-10-11
Kawangware,Dry Maize,White Maize,-,-, - ,80.00/Kg,,Nairobi,2023-10-11
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,5300.00/Kg,,Nairobi,2023-10-11
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-10-11
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,90.00/Kg,,Nairobi,2023-10-11
Kangemi Market,Dry Maize,White Maize,-,-,55.56/Kg,65.00/Kg,,Nairobi,2023-10-11
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-10-10
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-10-09
Gikomba,Dry Maize,White Maize,-,-,66.67/Kg,90.00/Kg,,Nairobi,2023-10-09
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-09
Kangemi Market,Dry Maize,White Maize,-,-, - ,85.00/Kg,,Nairobi,2023-10-09
Langas,Dry Maize,Mixed-Traditional ,-,-,50.00/Kg,70.00/Kg,2400,Uasin-Gishu,2023-10-07
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-10-06
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,5000,Kirinyaga,2023-10-06
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,125.00/Kg,,Nairobi,2023-10-06
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-10-06
Kangemi Market,Dry Maize,White Maize,-,-,50.00/Kg, - ,,Nairobi,2023-10-06
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Kirinyaga,2023-10-05
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-05
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5400,Uasin-Gishu,2023-10-05
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-10-04
Gikomba,Dry Maize,Mixed-Traditional ,-,-,71.11/Kg,85.00/Kg,,Nairobi,2023-10-04
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-04
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,3000,Uasin-Gishu,2023-10-04
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,4500,Kirinyaga,2023-10-04
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,6300,Uasin-Gishu,2023-10-04
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,6000,Kirinyaga,2023-10-03
Kangemi Market,Dry Maize,White Maize,-,-,57.78/Kg,80.00/Kg,,Nairobi,2023-10-03
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-03
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,115.00/Kg,,Nairobi,2023-10-03
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-10-03
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-10-02
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-10-02
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-10-02
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,7500,Uasin-Gishu,2023-10-02
Makutano Kirinyaga,Dry Maize,White Maize,-,-,40.00/Kg,60.00/Kg,6000,Kirinyaga,2023-09-30
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,5000,Kirinyaga,2023-09-29
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-09-29
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,11000,Nairobi,2023-09-29
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,90.00/Kg,,Nairobi,2023-09-29
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-09-28
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,3000,Uasin-Gishu,2023-09-28
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-09-28
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-09-28
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5000,Kirinyaga,2023-09-27
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,9000,Nairobi,2023-09-27
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,11000,Nairobi,2023-09-27
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,65.00/Kg,2700,Uasin-Gishu,2023-09-27
Ngurubani Market,Dry Maize,White Maize,-,-,46.67/Kg,70.00/Kg,5000,Kirinyaga,2023-09-26
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-09-26
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-09-26
Gikomba,Dry Maize,Mixed-Traditional ,-,-,66.67/Kg,75.00/Kg,,Nairobi,2023-09-26
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,65.00/Kg,6300,Uasin-Gishu,2023-09-26
Kangemi Market,Dry Maize,Mixed-Traditional ,-,-,55.56/Kg, - ,,Nairobi,2023-09-25
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,90.00/Kg,,Nairobi,2023-09-25
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,,Kirinyaga,2023-09-25
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,5000,Uasin-Gishu,2023-09-25
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-09-25
Gikomba,Dry Maize,Mixed-Traditional ,-,-,72.22/Kg,170.00/Kg,,Nairobi,2023-09-25
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-09-25
Kangemi Market,Dry Maize,White Maize,-,-,55.56/Kg, - ,,Nairobi,2023-09-22
Ngurubani Market,Dry Maize,White Maize,-,-,47.78/Kg,60.00/Kg,3500,Kirinyaga,2023-09-22
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-09-22
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-09-22
Makutano Kirinyaga,Dry Maize,White Maize,-,-,46.67/Kg,60.00/Kg,4000,Kirinyaga,2023-09-22
Langas,Dry Maize,Mixed-Traditional ,-,-,50.00/Kg,70.00/Kg,2400,Uasin-Gishu,2023-09-22
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-09-21
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,,Kirinyaga,2023-09-21
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,40.00/Kg,,Kirinyaga,2023-09-21
Kawangware,Dry Maize,White Maize,-,-,68.00/Kg,80.00/Kg,,Nairobi,2023-09-21
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-21
Gikomba,Dry Maize,White Maize,-,-,72.22/Kg,90.00/Kg,,Nairobi,2023-09-21
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-09-20
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-20
Makutano Kirinyaga,Dry Maize,White Maize,-,-,48.89/Kg,60.00/Kg,4000,Kirinyaga,2023-09-20
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,90,Nairobi,2023-09-20
Kawangware,Dry Maize,White Maize,-,-,68.89/Kg,80.00/Kg,,Nairobi,2023-09-20
Ngurubani Market,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,3500,Kirinyaga,2023-09-19
Kawangware,Dry Maize,White Maize,-,-,68.89/Kg,80.00/Kg,,Nairobi,2023-09-19
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-09-19
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-19
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-19
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,65.00/Kg,4500,Uasin-Gishu,2023-09-18
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,3000,Uasin-Gishu,2023-09-18
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,90.00/Kg,,Nairobi,2023-09-18
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,180.00/Kg,14000,Nairobi,2023-09-18
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,15000,Nairobi,2023-09-18
Kawangware,Dry Maize,White Maize,-,-,65.00/Kg,80.00/Kg,1500,Nairobi,2023-09-18
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,5000,Kirinyaga,2023-09-17
Ngurubani Market,Dry Maize,White Maize,-,-,48.89/Kg,70.00/Kg,4000,Kirinyaga,2023-09-15
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,130.00/Kg,6300,Uasin-Gishu,2023-09-15
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,75.00/Kg,270,Uasin-Gishu,2023-09-14
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,3000,Uasin-Gishu,2023-09-14
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-09-14
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,,Nairobi,2023-09-14
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-14
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-14
Makutano Kirinyaga,Dry Maize,White Maize,-,-,47.78/Kg,60.00/Kg,3500,Kirinyaga,2023-09-13
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-09-13
Langas,Dry Maize,Mixed-Traditional ,-,-,50.00/Kg,70.00/Kg,2200,Uasin-Gishu,2023-09-13
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-13
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,180.00/Kg,8000,Nairobi,2023-09-13
Ngurubani Market,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,4500,Kirinyaga,2023-09-12
Nyamakima,Dry Maize,White Maize,-,-,58.89/Kg,100.00/Kg,,Nairobi,2023-09-12
Gikomba,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2023-09-12
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-12
Kawangware,Dry Maize,White Maize,-,-,60.00/Kg,70.00/Kg,,Nairobi,2023-09-11
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,,Kirinyaga,2023-09-11
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-09-11
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-11
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-11
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-09
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-09
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,2000,Kirinyaga,2023-09-08
Ngurubani Market,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,4000,Kirinyaga,2023-09-08
Kawangware,Dry Maize,White Maize,-,-,60.00/Kg,70.00/Kg,,Nairobi,2023-09-08
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-08
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-08
Kawangware,Dry Maize,White Maize,-,-,60.00/Kg,70.00/Kg,,Nairobi,2023-09-07
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,70.00/Kg,100.00/Kg,,Nairobi,2023-09-07
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-07
Gikomba,Dry Maize,White Maize,-,-,71.11/Kg,90.00/Kg,,Nairobi,2023-09-07
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-09-06
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-06
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,,Nairobi,2023-09-06
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,2000,Kirinyaga,2023-09-06
Ngurubani Market,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5000,Kirinyaga,2023-09-05
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-05
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,,Nairobi,2023-09-05
Kangemi Market,Dry Maize,White Maize,-,-,53.33/Kg, - ,,Nairobi,2023-09-04
Kawangware,Dry Maize,White Maize,-,-,60.00/Kg,70.00/Kg,1500,Nairobi,2023-09-04
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-09-04
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-04
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,,Nairobi,2023-09-04
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,60.00/Kg,65.00/Kg,3000,Uasin-Gishu,2023-09-04
Kawangware,Dry Maize,Mixed-Traditional ,-,-,70.00/Kg,80.00/Kg,2000,Nairobi,2023-09-04
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,240.00/Kg,8500,Nairobi,2023-09-02
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,12000,Nairobi,2023-09-02
Langas,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,80.00/Kg,2600,Uasin-Gishu,2023-09-02
Ngurubani Market,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5000,Kirinyaga,2023-09-02
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,4500,Kirinyaga,2023-09-02
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-09-01
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-09-01
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,,Nairobi,2023-09-01
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-08-31
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-08-31
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,,Nairobi,2023-08-31
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,45.00/Kg,,Kirinyaga,2023-08-31
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-08-30
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,1000,Nairobi,2023-08-30
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-08-30
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,8000,Nairobi,2023-08-30
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,100.00/Kg,,Nairobi,2023-08-29
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,1000,Nairobi,2023-08-29
Gikomba,Dry Maize,Yellow Maize,-,-,92.22/Kg,120.00/Kg,,Nairobi,2023-08-29
Gikomba,Dry Maize,White Maize,-,-,70.00/Kg,85.00/Kg,,Nairobi,2023-08-29
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-28
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,85.00/Kg,,Nairobi,2023-08-28
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,170.00/Kg,,Nairobi,2023-08-28
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,100.00/Kg,,Nairobi,2023-08-28
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,75.00/Kg,65.00/Kg,3000,Uasin-Gishu,2023-08-28
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,50.00/Kg,,Kirinyaga,2023-08-28
Ngurubani Market,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,4000,Kirinyaga,2023-08-25
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,2500,Kirinyaga,2023-08-25
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-25
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,85.00/Kg,,Nairobi,2023-08-25
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,45.00/Kg,,Kirinyaga,2023-08-25
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,,Nairobi,2023-08-25
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-08-25
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,75.00/Kg,5000,Kirinyaga,2023-08-24
Kangemi Market,Dry Maize,White Maize,-,-,58.89/Kg, - ,,Nairobi,2023-08-24
Kutus,Dry Maize,White Maize,-,-,50.00/Kg,67.26/Kg,1800,Kirinyaga,2023-08-24
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,,Nairobi,2023-08-24
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-08-24
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5000,Kirinyaga,2023-08-23
Makutano Kirinyaga,Dry Maize,White Maize,-,-,50.00/Kg,30.00/Kg,5000,Kirinyaga,2023-08-23
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-23
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,85.00/Kg,,Nairobi,2023-08-23
Kangemi Market,Dry Maize,White Maize,-,-,58.89/Kg, - ,,Nairobi,2023-08-23
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,3000,Nairobi,2023-08-23
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,2000,Nairobi,2023-08-23
Sega,Dry Maize,White Maize,-,-,75.00/Kg,90.00/Kg,1800,Mombasa,2023-08-22
Ngurubani Market,Dry Maize,White Maize,-,-,46.67/Kg,60.00/Kg,5000,Kirinyaga,2023-08-22
Kerugoya,Dry Maize,White Maize,-,-,61.11/Kg,80.00/Kg,4500,Kirinyaga,2023-08-22
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,3000,Nairobi,2023-08-22
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-08-22
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-22
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,170.00/Kg,,Nairobi,2023-08-22
Mois Bridge,Dry Maize,White Maize,-,-,52.22/Kg,60.00/Kg,3600,Uasin-Gishu,2023-08-21
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,70.00/Kg,75.00/Kg,3000,Uasin-Gishu,2023-08-21
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,,Kirinyaga,2023-08-21
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-08-21
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-21
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,85.00/Kg,,Nairobi,2023-08-21
Ngurubani Market,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,4000,Kirinyaga,2023-08-18
Makutano Kirinyaga,Dry Maize,White Maize,-,-,47.78/Kg,30.00/Kg,4000,Kirinyaga,2023-08-18
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-18
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,85.00/Kg,,Nairobi,2023-08-18
Kerugoya,Dry Maize,White Maize,-,-,55.56/Kg,85.00/Kg,4000,Kirinyaga,2023-08-17
Mois Bridge,Dry Maize,White Maize,-,-,55.56/Kg,60.00/Kg,5000,Uasin-Gishu,2023-08-17
Cheptiret - Uasin Gishu,Dry Maize,Mixed-Traditional ,-,-,75.00/Kg,85.00/Kg,3000,Uasin-Gishu,2023-08-17
Kawangware,Dry Maize,White Maize,-,-,70.00/Kg,100.00/Kg,,Nairobi,2023-08-17
Kutus,Dry Maize,White Maize,-,-,58.89/Kg,29.15/Kg,1980,Kirinyaga,2023-08-17
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,100.00/Kg,,Nairobi,2023-08-17
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-17
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,85.00/Kg,11000,Nairobi,2023-08-17
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,100.00/Kg,,Nairobi,2023-08-16
Langas,Dry Maize,Mixed-Traditional ,-,-,70.00/Kg,80.00/Kg,2800,Uasin-Gishu,2023-08-16
Gikomba,Dry Maize,Yellow Maize,-,-,73.33/Kg,120.00/Kg,,Nairobi,2023-08-16
Gikomba,Dry Maize,White Maize,-,-,68.89/Kg,85.00/Kg,,Nairobi,2023-08-16
Makutano Kirinyaga,Dry Maize,White Maize,-,-,47.78/Kg,70.00/Kg,3500,Kirinyaga,2023-08-16
Gikomba,Dry Maize,Yellow Maize,-,-,91.11/Kg,120.00/Kg,,Nairobi,2023-08-15
